target,target_label,target_definition,gp_configuration,gp_configuration_label,kernel_family,matern_nu,learned_nugget,fold_index,heldout_simulation_id,heldout_numeric_simulation_id,training_size,population_size,optimized_kernel,optimized_signal_variance_normalized,optimized_length_scale,optimized_noise_variance_normalized,optimized_noise_std_normalized,optimized_noise_variance_um2,optimized_noise_std_um,noise_std_fraction_training_target_std,noise_std_fraction_dataset_target_median,numerical_alpha_normalized,optimizer,n_restarts_optimizer,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,convergence_status,failed_fold,constant_bound_hit,constant_bound_side,length_scale_bound_hit,length_scale_bound_side,noise_bound_hit,noise_bound_side,any_hyperparameter_bound_hit,fold_random_seed
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,60,sim_00067,67,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.8050404028644143,2.31829680142404,0.0219529561794902,0.1481653001869541,5.2588085476701965,2.2932092245737628,0.1481653001869541,0.0419062865860541,1e-08,fmin_l_bfgs_b,1,14.986006523618729,0.9789624999975786,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,791743224
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,61,sim_00068,68,229,230,1.68**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.022),2.816228240368944,2.328064996958531,0.0219847393130061,0.1482725170522376,5.277966590366291,2.2973825520287843,0.1482725170522376,0.0419825503017559,1e-08,fmin_l_bfgs_b,1,15.27036405841386,0.5493098000297323,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2025461289
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,62,sim_00069,69,229,230,1.67**2 * RBF(length_scale=2.31) + WhiteKernel(noise_level=0.0217),2.7796945947314717,2.30640779129902,0.021670831484471,0.1472101609416653,5.191301673737968,2.27844281774592,0.1472101609416653,0.0416364441007969,1e-08,fmin_l_bfgs_b,1,15.718168133946278,0.4764332000049762,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,984670634
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,63,sim_00070,70,229,230,1.68**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.8120327297837933,2.3230440510593544,0.0219348509621634,0.1481041895496661,5.266247552502562,2.2948306152094453,0.1481041895496661,0.0419359160066577,1e-08,fmin_l_bfgs_b,1,15.341970663275587,1.0564868999645114,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,4064238196
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,64,sim_00071,71,229,230,1.67**2 * RBF(length_scale=2.29) + WhiteKernel(noise_level=0.0214),2.7747251671544704,2.291068817059986,0.0214113827187631,0.1463262885429791,5.129165147729295,2.2647660249414936,0.1463262885429791,0.041386513308308,1e-08,fmin_l_bfgs_b,1,15.81572657095603,1.0548745999694802,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3676567450
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,65,sim_00072,72,229,230,1.68**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.0219),2.8154770132978126,2.3259355919642624,0.0219495755662234,0.1481538914987503,5.269172457711083,2.2954678080319666,0.1481538914987503,0.0419475601186493,1e-08,fmin_l_bfgs_b,1,15.37172302530908,1.0959270999883302,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,167562269
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,66,sim_00073,73,229,230,1.68**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.0216),2.8191247793011494,2.3278716860282853,0.0216404796788346,0.1471070347700428,5.1946992573849045,2.2791882891470165,0.1471070347700428,0.0416500669040899,1e-08,fmin_l_bfgs_b,1,16.71041697438025,0.6553070999798365,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,1891088133
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,67,sim_00074,74,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.795255726897215,2.317863912766203,0.0219039234400524,0.1479997413513024,5.263297533215187,2.294187772004547,0.1479997413513024,0.041924168639132,1e-08,fmin_l_bfgs_b,1,15.39512553738453,0.4888112000189721,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,4180400746
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,68,sim_00075,75,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.804815033544932,2.323943541541627,0.0219984909904231,0.1483188827844357,5.2857404017860325,2.299073813905511,0.1483188827844357,0.0420134565549397,1e-08,fmin_l_bfgs_b,1,15.19066619960276,0.5867515000281855,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3494152821
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,69,sim_00076,76,229,230,1.68**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.812431727680375,2.324426388562429,0.022010772178974,0.1483602783057988,5.286589630049078,2.2992584957000983,0.1483602783057988,0.0420168314446481,1e-08,fmin_l_bfgs_b,1,15.184468802666489,0.5429948000237346,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,550103244
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,70,sim_00077,77,229,230,1.66**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0216),2.7654585894267485,2.3212731712380315,0.0215993846554513,0.1469672911074138,5.186646911309041,2.2774211097882278,0.1469672911074138,0.0416177733288396,1e-08,fmin_l_bfgs_b,1,17.075864435203727,0.6521613000077195,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2868079988
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,71,sim_00078,78,229,230,1.68**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.8169361171117635,2.322112874908659,0.0220103866432092,0.1483589789773753,5.261021042996645,2.293691575385985,0.1483589789773753,0.0419151011029135,1e-08,fmin_l_bfgs_b,1,14.80758483087152,0.5946057999972254,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,71215584
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,72,sim_00079,79,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.802196032060581,2.3200395843923727,0.0219320070634329,0.1480945882314168,5.267968417084908,2.295205528288242,0.1480945882314168,0.0419427671978863,1e-08,fmin_l_bfgs_b,1,15.189031540321963,1.054926600016188,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3477833553
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,73,sim_00080,80,229,230,1.68**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.022),2.8165315999818143,2.328662785077078,0.021968995781097,0.1482194176924773,5.27896939574145,2.297600791204044,0.1482194176924773,0.0419865384216905,1e-08,fmin_l_bfgs_b,1,15.340099449927235,0.5677197999903001,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,1467952424
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,74,sim_00081,81,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0218),2.797763802233225,2.318364185399613,0.0218059207033396,0.1476682792726308,5.239753260659025,2.2890507335266785,0.1476682792726308,0.0418302939920434,1e-08,fmin_l_bfgs_b,1,15.67889548491152,0.7468906999565661,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2032520493
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,75,sim_00082,82,229,230,1.65**2 * RBF(length_scale=2.29) + WhiteKernel(noise_level=0.0216),2.721203980705805,2.290506987584402,0.0215560712510971,0.1468198598660861,5.160073429667726,2.2715795010669835,0.1468198598660861,0.0415110233094463,1e-08,fmin_l_bfgs_b,1,15.85659533575756,0.8578063999884762,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,205442487
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,76,sim_00083,83,229,230,1.68**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.0219),2.8374625400414084,2.332166208536144,0.0218931548401659,0.14796335641018,5.259923082357909,2.293452219331789,0.14796335641018,0.0419107270914644,1e-08,fmin_l_bfgs_b,1,15.667295030646727,0.418402400042396,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,988011640
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,77,sim_00084,84,229,230,1.68**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.022),2.813068085845816,2.3270281392242094,0.0219836773467211,0.1482689358791017,5.281758068481297,2.2982075773265773,0.1482689358791017,0.0419976268792437,1e-08,fmin_l_bfgs_b,1,15.31558435287161,0.8795146999764256,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,1024826673
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,78,sim_00085,85,229,230,1.66**2 * RBF(length_scale=2.3) + WhiteKernel(noise_level=0.0213),2.768350339479637,2.3033014389702853,0.0212768477660637,0.145865855381113,5.104566985879728,2.25932887953032,0.145865855381113,0.0412871544834049,1e-08,fmin_l_bfgs_b,1,17.35283312523046,0.6139092000084929,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3352864062
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,79,sim_00086,86,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.79007793066977,2.318563905234337,0.0218915521861786,0.1479579405985992,5.255818847344255,2.2925572724240184,0.1479579405985992,0.0418943727609505,1e-08,fmin_l_bfgs_b,1,15.32702016833045,0.4391501999925822,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3425248170
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,80,sim_00087,87,229,230,1.69**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.022),2.855114956609666,2.33229839385676,0.0219869891123016,0.1482801035618117,5.241058673934552,2.2893358587010666,0.1482801035618117,0.0418355043920116,1e-08,fmin_l_bfgs_b,1,15.185341276719242,0.4385129000293091,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3964491721
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,81,sim_00088,88,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.802407044846684,2.321852972284048,0.0220205810654724,0.1483933322810445,5.284845997060571,2.298879291537633,0.1483933322810445,0.0420099018378174,1e-08,fmin_l_bfgs_b,1,15.083519282069346,0.5368231000029482,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,69515476
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,82,sim_00089,89,229,230,1.69**2 * RBF(length_scale=2.34) + WhiteKernel(noise_level=0.0221),2.866186767652623,2.336895582283673,0.0220605919461422,0.1485280847050221,5.258634447627475,2.293171264347144,0.1485280847050221,0.0419055928978731,1e-08,fmin_l_bfgs_b,1,15.055474242047325,0.7093559000059031,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,1443080454
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,83,sim_00090,90,229,230,1.71**2 * RBF(length_scale=2.36) + WhiteKernel(noise_level=0.0222),2.921110913458623,2.359011917737932,0.0222382728714299,0.1491250242964942,5.282900274486718,2.298456063205629,0.1491250242964942,0.0420021677298336,1e-08,fmin_l_bfgs_b,1,14.954657775673295,1.8845864000031725,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,59681306
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,84,sim_00091,91,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.7922134740252567,2.3194270643063053,0.0219182063065299,0.1480479864994114,5.266362862738734,2.294855738982025,0.1480479864994114,0.0419363751204631,1e-08,fmin_l_bfgs_b,1,15.384122485471153,0.7097470000153407,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,575109039
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,85,sim_00092,92,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.79497914576449,2.321724013654045,0.0218875773536809,0.147944507683391,5.258752503326491,2.293197004909629,0.147944507683391,0.0419060632829461,1e-08,fmin_l_bfgs_b,1,15.523314394859597,1.1404846999794245,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,700596833
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,86,sim_00093,93,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.7985883535140066,2.321980813354934,0.021930629305125,0.1480899365423764,5.269002021744393,2.295430683280241,0.1480899365423764,0.0419468816980025,1e-08,fmin_l_bfgs_b,1,15.362778573972632,0.6453783999895677,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,1002711160
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,87,sim_00094,94,229,230,1.67**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.022),2.80445849644904,2.325733480947818,0.0219739733889806,0.1482362080902661,5.280066904144641,2.2978396167149358,0.1482362080902661,0.0419909027379492,1e-08,fmin_l_bfgs_b,1,15.35056537078404,0.7033202000311576,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,137251728
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,88,sim_00096,96,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.7991492495040178,2.320030899415946,0.0220029010622168,0.1483337488982762,5.279567590192201,2.297730965581524,0.1483337488982762,0.0419889172385513,1e-08,fmin_l_bfgs_b,1,15.050145437973754,2.7736104000359774,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,26160726
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,89,sim_00097,97,229,230,1.69**2 * RBF(length_scale=2.35) + WhiteKernel(noise_level=0.0222),2.862073796642907,2.3477358273382114,0.0222078669233384,0.1490230415853147,5.3083551927638055,2.303986803947411,0.1490230415853146,0.0421032369232044,1e-08,fmin_l_bfgs_b,1,14.970976174448026,1.0937332999892533,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3650877375
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,90,sim_00098,98,229,230,1.69**2 * RBF(length_scale=2.35) + WhiteKernel(noise_level=0.0222),2.8671053354853604,2.3507959034581747,0.0221796089730484,0.1489282007312533,5.301581719292743,2.3025163884960174,0.1489282007312533,0.0420763664350491,1e-08,fmin_l_bfgs_b,1,15.185336716309308,1.5329341000178829,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,965292067
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,91,sim_00099,99,229,230,1.69**2 * RBF(length_scale=2.34) + WhiteKernel(noise_level=0.0221),2.8653429951916936,2.3427018735264395,0.0220714844668772,0.1485647483990641,5.29602443320789,2.301309286733943,0.1485647483990641,0.0420543077620602,1e-08,fmin_l_bfgs_b,1,15.31596552764276,2.272120299981907,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2596966639
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,92,sim_00100,100,229,230,1.7**2 * RBF(length_scale=2.35) + WhiteKernel(noise_level=0.0223),2.893983772359645,2.3529129171717145,0.0223116909990874,0.1493709844618005,5.279178163491007,2.2976462224396093,0.1493709844618005,0.0419873686356793,1e-08,fmin_l_bfgs_b,1,14.62140266319713,0.8690312000107951,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3682956862
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,93,sim_00101,101,229,230,1.71**2 * RBF(length_scale=2.51) + WhiteKernel(noise_level=0.0158),2.9299076728959554,2.507891638398453,0.0158412106311058,0.1258618712363115,3.805738559559278,1.9508302231509735,0.1258618712363115,0.0356496256582501,1e-08,fmin_l_bfgs_b,1,52.413892617988296,1.6498187000397593,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3850559514
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,94,sim_00102,102,229,230,1.68**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.0222),2.82427039351021,2.327520018085284,0.0222261171007154,0.1490842617472261,5.280667613708804,2.2979703248103105,0.1490842617472261,0.041993291308013,1e-08,fmin_l_bfgs_b,1,14.23005452895947,1.2566848999704234,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,567423682
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,95,sim_00103,103,229,230,1.68**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0221),2.8295434190675848,2.324704393405307,0.022102545423367,0.1486692484119262,5.27011638046725,2.295673404573754,0.1486692484119262,0.0419513172061008,1e-08,fmin_l_bfgs_b,1,14.541105765772102,0.9309454999747686,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2479783013
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,96,sim_00104,104,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.8039071252058987,2.3240281705612813,0.0220126198367042,0.1483665051037607,5.281967370089979,2.298253112711909,0.1483665051037607,0.0419984589964736,1e-08,fmin_l_bfgs_b,1,15.025923592474696,1.4307078999700025,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3633036786
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,97,sim_00106,106,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.799192380932789,2.31995349205681,0.0219063459556218,0.1480079253135516,5.261597998654326,2.29381734204237,0.1480079253135516,0.0419173993727307,1e-08,fmin_l_bfgs_b,1,15.328785161498104,0.834657600033097,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3648058927
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,98,sim_00107,107,229,230,1.68**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.0221),2.834233063445769,2.3302293006147576,0.0221022679385773,0.1486683151803951,5.268684921394762,2.2953616101596634,0.1486683151803951,0.0419456194503388,1e-08,fmin_l_bfgs_b,1,14.85630484988269,1.2011894999886863,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3313110180
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,99,sim_00108,108,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0222),2.801611787565985,2.316215932398669,0.0221885372179148,0.1489581727127279,5.2710470332120325,2.2958760927393342,0.1489581727127279,0.0419550211456556,1e-08,fmin_l_bfgs_b,1,14.058201022249731,1.2638022999744862,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2163583916
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,100,sim_00109,109,229,230,1.67**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.022),2.8012790913871446,2.3262888571918463,0.0219837287481245,0.148269109217411,5.282460174149934,2.298360322958508,0.148269109217411,0.042000418164992,1e-08,fmin_l_bfgs_b,1,15.289986103072692,0.7990058999857865,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,1391230622
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,101,sim_00110,110,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.8001023730376944,2.3241701094682474,0.0220378827180145,0.1484516174314533,5.287772668014029,2.29951574641576,0.1484516174314533,0.0420215324645548,1e-08,fmin_l_bfgs_b,1,14.993794316969428,1.7667840999783948,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3474189884
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,102,sim_00111,111,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.798324716408956,2.322204354455097,0.0220178633115736,0.148384174734281,5.282899339843584,2.2984558598858458,0.148384174734281,0.0420021640143518,1e-08,fmin_l_bfgs_b,1,15.05715324372474,1.891760000027716,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3782753461
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,103,sim_00112,112,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.799440966302169,2.324135006115616,0.0219472233832118,0.1481459529761505,5.273695259138401,2.296452755694834,0.1481459529761505,0.041965559130074,1e-08,fmin_l_bfgs_b,1,15.42586963357266,2.1712261000066064,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3929085355
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,104,sim_00113,113,229,230,1.67**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.022),2.802190436148287,2.3250297466899745,0.0219827507114192,0.1482658109997692,5.279885497927046,2.2978001431645545,0.1482658109997692,0.0419901813951702,1e-08,fmin_l_bfgs_b,1,15.253968343524974,0.7089391000336036,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,439931963
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,105,sim_00114,114,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0219),2.800551366772327,2.3242496193753177,0.0219067512099333,0.148009294336313,5.263959709654186,2.2943320835603087,0.148009294336313,0.0419268057999059,1e-08,fmin_l_bfgs_b,1,15.571028900433872,1.8183504999615248,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3198897040
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,106,sim_00115,115,229,230,1.72**2 * RBF(length_scale=2.36) + WhiteKernel(noise_level=0.0218),2.944344133792088,2.356765263168859,0.0218456318605129,0.1478026788001928,5.147982990536848,2.2689166997791803,0.1478026788001928,0.0414623630682906,1e-08,fmin_l_bfgs_b,1,16.19933322267258,1.0897786000277847,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,391009884
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,107,sim_00116,116,229,230,1.66**2 * RBF(length_scale=2.31) + WhiteKernel(noise_level=0.0219),2.770285212680911,2.30789171093893,0.0218836792658389,0.1479313329414662,5.242199512298887,2.289585008751343,0.1479313329414662,0.0418400573797189,1e-08,fmin_l_bfgs_b,1,15.07950541470268,1.0651686000055631,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2178918540
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,108,sim_00117,117,229,230,1.68**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0217),2.8213496559307005,2.324292286905977,0.0217338915444797,0.1474241891430294,5.221720685666711,2.2851084625607405,0.1474241891430294,0.0417582526208819,1e-08,fmin_l_bfgs_b,1,15.952436996175775,0.7187316999770701,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,1563022478
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,109,sim_00118,118,229,230,1.68**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0221),2.817353578151405,2.3241619392705792,0.0220668100446179,0.148549015629919,5.274539446544491,2.296636550816104,0.148549015629919,0.0419689178166441,1e-08,fmin_l_bfgs_b,1,14.760355113269329,0.9297239999868908,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,486060273
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,110,sim_00119,119,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0221),2.8055644203654984,2.3193720548101533,0.022081790770245,0.1485994305851979,5.264127630524743,2.294368677986331,0.1485994305851979,0.0419274745293388,1e-08,fmin_l_bfgs_b,1,14.449645390454748,0.8221767999930307,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,1117363646
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,111,sim_00120,120,229,230,1.67**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.022),2.79611241674072,2.3237438005551865,0.021985957626326,0.1482766253538501,5.28057867020478,2.297950972106406,0.1482766253538501,0.0419929376551726,1e-08,fmin_l_bfgs_b,1,15.249087842626436,0.7610888999770395,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2506086434
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,112,sim_00121,121,229,230,1.68**2 * RBF(length_scale=2.33) + WhiteKernel(noise_level=0.022),2.8080235167551395,2.328873858213483,0.0219756735698185,0.1482419426809382,5.278319761124649,2.297459414467348,0.1482419426809382,0.0419839548920321,1e-08,fmin_l_bfgs_b,1,15.39512849209524,0.9705185999628156,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2351701382
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,113,sim_00122,122,229,230,1.68**2 * RBF(length_scale=2.32) + WhiteKernel(noise_level=0.0222),2.826362390452984,2.324875708870765,0.0222078755970821,0.1490230706873339,5.275561064440308,2.296858956148659,0.1490230706873339,0.0419729820692664,1e-08,fmin_l_bfgs_b,1,14.140733001273702,0.902895700011868,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,2512695647
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,114,sim_00123,123,229,230,1.68**2 * RBF(length_scale=2.29) + WhiteKernel(noise_level=0.0209),2.811646403665012,2.293903545286427,0.0209279616347589,0.1446649979599727,4.993631114005323,2.234643397503352,0.1446649979599727,0.0408360500341241,1e-08,fmin_l_bfgs_b,1,17.52883408716599,0.8921638000174426,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,213850499
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,115,sim_00125,125,229,230,1.69**2 * RBF(length_scale=2.34) + WhiteKernel(noise_level=0.0222),2.867669656372109,2.3415171306120834,0.022176171962859,0.1489166611325243,5.247506855004832,2.290743734031555,0.1489166611325243,0.0418612320170554,1e-08,fmin_l_bfgs_b,1,14.850853511284129,1.158153800002765,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,3623444687
depth,Penetration depth below original surface,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,116,sim_00126,126,229,230,1.71**2 * RBF(length_scale=2.37) + WhiteKernel(noise_level=0.0224),2.936575112421514,2.371455860828324,0.0223846369706475,0.149614962388952,5.294012455871682,2.3008721076738885,0.149614962388952,0.0420463187173696,1e-08,fmin_l_bfgs_b,1,15.019080317237211,0.432949699985329,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,4104080460
