simulation_id,candidate_id,value,unit,analysis_domain,persistence_window_um,event_position_s,available,note
sim_00068,R0,0.33007793807456876,dimensionless,Phase1_T0_window,,0.8237221958769689,True,T0-window median depth/width.
sim_00068,R1,0.340110184562058,dimensionless,full_valid_track,,0.8729949701526633,True,Spike-sensitive global maximum depth/width reference.
sim_00068,R2,0.3348056123353254,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00068,R3,0.3366137809200441,dimensionless,adaptive_active_interior,50.0,0.8790684683716052,True,Maximum trailing 50 um rolling-median depth/width.
sim_00069,G0,66.73917,um,Phase1_T0_window,,0.377579477139041,True,Existing late-active median depth geometry target.
sim_00069,G1,66.92866,um,full_valid_track,,0.401858111582023,True,Spike-sensitive global maximum depth reference.
sim_00069,G2,66.71445250000001,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00069,G3,66.65982,um,adaptive_active_interior,50.0,0.3635078031968613,True,Maximum trailing 50 um rolling-median depth.
sim_00069,G4,66.72327,um,adaptive_active_interior,50.0,0.3635078031968613,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00069,R0,0.30654283551974665,dimensionless,Phase1_T0_window,,0.377579477139041,True,T0-window median depth/width.
sim_00069,R1,0.3213931592005453,dimensionless,full_valid_track,,0.3066721720193827,True,Spike-sensitive global maximum depth/width reference.
sim_00069,R2,0.3192241722648873,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00069,R3,0.3169354493221803,dimensionless,adaptive_active_interior,50.0,0.3385605392128022,True,Maximum trailing 50 um rolling-median depth/width.
sim_00070,G0,46.827484999999996,um,Phase1_T0_window,,0.823750644846354,True,Existing late-active median depth geometry target.
sim_00070,G1,47.51574,um,full_valid_track,,0.3509853134303951,True,Spike-sensitive global maximum depth reference.
sim_00070,G2,47.19599,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00070,G3,47.06516,um,adaptive_active_interior,50.0,0.7346881298850677,True,Maximum trailing 50 um rolling-median depth.
sim_00070,G4,47.152656,um,adaptive_active_interior,50.0,0.7345095164483906,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00070,R0,0.33573795718679716,dimensionless,Phase1_T0_window,,0.823750644846354,True,T0-window median depth/width.
sim_00070,R1,0.3459691394739376,dimensionless,full_valid_track,,0.8990882945349534,True,Spike-sensitive global maximum depth/width reference.
sim_00070,R2,0.33916493828058525,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00070,R3,0.3410907575625481,dimensionless,adaptive_active_interior,50.0,0.9149569749573873,True,Maximum trailing 50 um rolling-median depth/width.
sim_00071,G0,66.733,um,Phase1_T0_window,,0.3728772761405607,True,Existing late-active median depth geometry target.
sim_00071,G1,67.05313000000001,um,full_valid_track,,0.39362810389480973,True,Spike-sensitive global maximum depth reference.
sim_00071,G2,66.734865,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00071,G3,66.68789,um,adaptive_active_interior,50.0,0.35832914870388544,True,Maximum trailing 50 um rolling-median depth.
sim_00071,G4,66.74246,um,adaptive_active_interior,50.0,0.35605189496437006,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00071,R0,0.3061045776762525,dimensionless,Phase1_T0_window,,0.3728772761405607,True,T0-window median depth/width.
sim_00071,R1,0.31949071063787815,dimensionless,full_valid_track,,0.32505494761073717,True,Spike-sensitive global maximum depth/width reference.
sim_00071,R2,0.31687085400095316,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00071,R3,0.3150500626671479,dimensionless,adaptive_active_interior,50.0,0.3254663298454324,True,Maximum trailing 50 um rolling-median depth/width.
sim_00072,G0,46.3826,um,Phase1_T0_window,,0.8237176675689128,True,Existing late-active median depth geometry target.
sim_00072,G1,46.623479999999994,um,full_valid_track,,0.8396916096373519,True,Spike-sensitive global maximum depth reference.
sim_00072,G2,46.51682699999999,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00072,G3,46.5313,um,adaptive_active_interior,50.0,0.8594939154477058,True,Maximum trailing 50 um rolling-median depth.
sim_00072,G4,46.59489,um,adaptive_active_interior,50.0,0.8553964339802557,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00072,R0,0.3329999938869789,dimensionless,Phase1_T0_window,,0.8237176675689128,True,T0-window median depth/width.
sim_00072,R1,0.34044711340496214,dimensionless,full_valid_track,,0.8560971246436921,True,Spike-sensitive global maximum depth/width reference.
sim_00072,R2,0.337191045068421,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00072,R3,0.3385008993976128,dimensionless,adaptive_active_interior,50.0,0.8729342125879338,True,Maximum trailing 50 um rolling-median depth/width.
sim_00073,G0,61.26925,um,Phase1_T0_window,,0.8236328764716536,True,Existing late-active median depth geometry target.
sim_00073,G1,70.78679,um,full_valid_track,,0.4915761102144563,True,Spike-sensitive global maximum depth reference.
sim_00073,G2,70.57771449999998,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00073,G3,70.552235,um,adaptive_active_interior,50.0,0.6926337075199369,True,Maximum trailing 50 um rolling-median depth.
sim_00073,G4,70.7171,um,adaptive_active_interior,50.0,0.5010799728944445,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00073,R0,0.38365571235210016,dimensionless,Phase1_T0_window,,0.8236328764716536,True,T0-window median depth/width.
sim_00073,R1,0.44653576492881025,dimensionless,full_valid_track,,0.4889251231191498,True,Spike-sensitive global maximum depth/width reference.
sim_00073,R2,0.44327195193082114,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00073,R3,0.44403399706908403,dimensionless,adaptive_active_interior,50.0,0.5041469507666283,True,Maximum trailing 50 um rolling-median depth/width.
sim_00074,G0,54.756665,um,Phase1_T0_window,,0.8236082386004813,True,Existing late-active median depth geometry target.
sim_00074,G1,55.0918,um,full_valid_track,,0.7313603702903847,True,Spike-sensitive global maximum depth reference.
sim_00074,G2,54.978786500000005,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00074,G3,54.935365,um,adaptive_active_interior,50.0,0.5688538380679277,True,Maximum trailing 50 um rolling-median depth.
sim_00074,G4,55.002024,um,adaptive_active_interior,50.0,0.5718855503419114,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00074,R0,0.3644167826728699,dimensionless,Phase1_T0_window,,0.8236082386004813,True,T0-window median depth/width.
sim_00074,R1,0.36910005394908146,dimensionless,full_valid_track,,0.6763010112387028,True,Spike-sensitive global maximum depth/width reference.
sim_00074,R2,0.3665721336020582,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00074,R3,0.3663195263268182,dimensionless,adaptive_active_interior,50.0,0.6643018293445838,True,Maximum trailing 50 um rolling-median depth/width.
sim_00075,G0,55.72084,um,Phase1_T0_window,,0.8238657987765658,True,Existing late-active median depth geometry target.
sim_00075,G1,59.014210000000006,um,full_valid_track,,0.6791243485715147,True,Spike-sensitive global maximum depth reference.
sim_00075,G2,58.90962,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00075,G3,58.857260000000004,um,adaptive_active_interior,50.0,0.614538746633452,True,Maximum trailing 50 um rolling-median depth.
sim_00075,G4,58.941816,um,adaptive_active_interior,50.0,0.6809122233943121,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00075,R0,0.4105678810789449,dimensionless,Phase1_T0_window,,0.8238657987765658,True,T0-window median depth/width.
sim_00075,R1,0.43824852899025946,dimensionless,full_valid_track,,0.49582204527058243,True,Spike-sensitive global maximum depth/width reference.
sim_00075,R2,0.43620036415827657,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00075,R3,0.4361695877729985,dimensionless,adaptive_active_interior,50.0,0.5214117078782703,True,Maximum trailing 50 um rolling-median depth/width.
sim_00076,G0,58.802625,um,Phase1_T0_window,,0.8235000295312656,True,Existing late-active median depth geometry target.
sim_00076,G1,63.034760000000006,um,full_valid_track,,0.7352372085480705,True,Spike-sensitive global maximum depth reference.
sim_00076,G2,62.88337,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00076,G3,62.89299,um,adaptive_active_interior,50.0,0.738898484368216,True,Maximum trailing 50 um rolling-median depth.
sim_00076,G4,62.958639999999995,um,adaptive_active_interior,50.0,0.737873611977508,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00076,R0,0.36840191412404005,dimensionless,Phase1_T0_window,,0.8235000295312656,True,T0-window median depth/width.
sim_00076,R1,0.39711893047859476,dimensionless,full_valid_track,,0.5093607565310978,True,Spike-sensitive global maximum depth/width reference.
sim_00076,R2,0.39533963483013007,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00076,R3,0.3952079383735091,dimensionless,adaptive_active_interior,50.0,0.5191295816132181,True,Maximum trailing 50 um rolling-median depth/width.
sim_00077,G0,59.87088,um,Phase1_T0_window,,0.8237266255331952,True,Existing late-active median depth geometry target.
sim_00077,G1,67.07716,um,full_valid_track,,0.5201075013961616,True,Spike-sensitive global maximum depth reference.
sim_00077,G2,66.82508,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00077,G3,66.75883,um,adaptive_active_interior,50.0,0.5521366545418456,True,Maximum trailing 50 um rolling-median depth.
sim_00077,G4,66.920154,um,adaptive_active_interior,50.0,0.5399207837584921,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00077,R0,0.4060253548409107,dimensionless,Phase1_T0_window,,0.8237266255331952,True,T0-window median depth/width.
sim_00077,R1,0.4594853249688073,dimensionless,full_valid_track,,0.5119411838140798,True,Spike-sensitive global maximum depth/width reference.
sim_00077,R2,0.4533568379824263,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00077,R3,0.45511015359752127,dimensionless,adaptive_active_interior,50.0,0.5343766577875854,True,Maximum trailing 50 um rolling-median depth/width.
sim_00078,G0,70.74839999999999,um,Phase1_T0_window,,0.47037225085557105,True,Existing late-active median depth geometry target.
sim_00078,G1,71.00743,um,full_valid_track,,0.482939821371875,True,Spike-sensitive global maximum depth reference.
sim_00078,G2,70.880081,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00078,G3,70.81580000000001,um,adaptive_active_interior,50.0,0.41820877862847194,True,Maximum trailing 50 um rolling-median depth.
sim_00078,G4,70.901938,um,adaptive_active_interior,50.0,0.4174354901466092,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00078,R0,0.323473846992047,dimensionless,Phase1_T0_window,,0.47037225085557105,True,T0-window median depth/width.
sim_00078,R1,0.3378065208315221,dimensionless,full_valid_track,,0.3650700486100465,True,Spike-sensitive global maximum depth/width reference.
sim_00078,R2,0.3347317007066149,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00078,R3,0.3342542042814082,dimensionless,adaptive_active_interior,50.0,0.3753753209809448,True,Maximum trailing 50 um rolling-median depth/width.
sim_00079,G0,58.488870000000006,um,Phase1_T0_window,,0.8239257578054635,True,Existing late-active median depth geometry target.
sim_00079,G1,59.14885,um,full_valid_track,,0.5511947757229574,True,Spike-sensitive global maximum depth reference.
sim_00079,G2,58.989647500000004,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00079,G3,58.94409,um,adaptive_active_interior,50.0,0.4814561901660542,True,Maximum trailing 50 um rolling-median depth.
sim_00079,G4,59.037369999999996,um,adaptive_active_interior,50.0,0.555666232312246,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00079,R0,0.4423775472259704,dimensionless,Phase1_T0_window,,0.8239257578054635,True,T0-window median depth/width.
sim_00079,R1,0.49241959407960495,dimensionless,full_valid_track,,1.0466446260491062,True,Spike-sensitive global maximum depth/width reference.
sim_00079,R2,0.4463035963181015,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00079,R3,0.446510584418766,dimensionless,adaptive_active_interior,50.0,0.8182215307235285,True,Maximum trailing 50 um rolling-median depth/width.
sim_00080,G0,54.55737,um,Phase1_T0_window,,0.8240833657086074,True,Existing late-active median depth geometry target.
sim_00080,G1,55.367140000000006,um,full_valid_track,,0.34728122014180074,True,Spike-sensitive global maximum depth reference.
sim_00080,G2,54.90501,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00080,G3,54.833909999999996,um,adaptive_active_interior,50.0,0.7469312791197713,True,Maximum trailing 50 um rolling-median depth.
sim_00080,G4,54.991238,um,adaptive_active_interior,50.0,0.5726502482491591,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00080,R0,0.45718892795478205,dimensionless,Phase1_T0_window,,0.8240833657086074,True,T0-window median depth/width.
sim_00080,R1,0.5295405409570224,dimensionless,full_valid_track,,1.0472833907943162,True,Spike-sensitive global maximum depth/width reference.
sim_00080,R2,0.4620880159336619,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00080,R3,0.46177215449397774,dimensionless,adaptive_active_interior,50.0,0.5066050400992136,True,Maximum trailing 50 um rolling-median depth/width.
sim_00081,G0,54.731820000000006,um,Phase1_T0_window,,0.8236757170908233,True,Existing late-active median depth geometry target.
sim_00081,G1,55.034699999999994,um,full_valid_track,,0.5633630297862802,True,Spike-sensitive global maximum depth reference.
sim_00081,G2,54.93108,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00081,G3,54.92974,um,adaptive_active_interior,50.0,0.5798918584020716,True,Maximum trailing 50 um rolling-median depth.
sim_00081,G4,54.97538600000001,um,adaptive_active_interior,50.0,0.5789685887486428,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00081,R0,0.38993532540280385,dimensionless,Phase1_T0_window,,0.8236757170908233,True,T0-window median depth/width.
sim_00081,R1,0.3979029412571967,dimensionless,full_valid_track,,0.5798277463765811,True,Spike-sensitive global maximum depth/width reference.
sim_00081,R2,0.39422846926414873,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00081,R3,0.3946365482590989,dimensionless,adaptive_active_interior,50.0,0.5885601855313529,True,Maximum trailing 50 um rolling-median depth/width.
sim_00082,G0,68.17873999999999,um,Phase1_T0_window,,0.7678773511931807,True,Existing late-active median depth geometry target.
sim_00082,G1,74.92757999999999,um,full_valid_track,,0.6852871975583658,True,Spike-sensitive global maximum depth reference.
sim_00082,G2,74.79638999999999,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00082,G3,74.76677,um,adaptive_active_interior,50.0,0.5830988051744903,True,Maximum trailing 50 um rolling-median depth.
sim_00082,G4,74.82124999999999,um,adaptive_active_interior,50.0,0.5776827301501516,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00082,R0,0.3713372644018086,dimensionless,Phase1_T0_window,,0.7678773511931807,True,T0-window median depth/width.
sim_00082,R1,0.4099806113248614,dimensionless,full_valid_track,,0.6426325126401633,True,Spike-sensitive global maximum depth/width reference.
sim_00082,R2,0.408598066767269,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00082,R3,0.4081180376239888,dimensionless,adaptive_active_interior,50.0,0.578915180658786,True,Maximum trailing 50 um rolling-median depth/width.
sim_00083,G0,50.688269999999996,um,Phase1_T0_window,,0.8233425964317445,True,Existing late-active median depth geometry target.
sim_00083,G1,50.95279,um,full_valid_track,,0.6173863541586949,True,Spike-sensitive global maximum depth reference.
sim_00083,G2,50.863888499999995,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00083,G3,50.871945,um,adaptive_active_interior,50.0,0.6929015360129237,True,Maximum trailing 50 um rolling-median depth.
sim_00083,G4,50.901920000000004,um,adaptive_active_interior,50.0,0.6915965344778079,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00083,R0,0.30266334917402427,dimensionless,Phase1_T0_window,,0.8233425964317445,True,T0-window median depth/width.
sim_00083,R1,0.3055044673370057,dimensionless,full_valid_track,,0.689201833986425,True,Spike-sensitive global maximum depth/width reference.
sim_00083,R2,0.3045940349727888,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00083,R3,0.3044219779223207,dimensionless,adaptive_active_interior,50.0,0.6915331855660792,True,Maximum trailing 50 um rolling-median depth/width.
sim_00084,G0,50.83965,um,Phase1_T0_window,,0.823484852874017,True,Existing late-active median depth geometry target.
sim_00084,G1,51.40892,um,full_valid_track,,0.506709625758073,True,Spike-sensitive global maximum depth reference.
sim_00084,G2,50.977517,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00084,G3,50.912655,um,adaptive_active_interior,50.0,0.651962596032027,True,Maximum trailing 50 um rolling-median depth.
sim_00084,G4,51.006142000000004,um,adaptive_active_interior,50.0,0.6506041156544771,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00084,R0,0.32753647741361913,dimensionless,Phase1_T0_window,,0.823484852874017,True,T0-window median depth/width.
sim_00084,R1,0.33753250287534986,dimensionless,full_valid_track,,0.8535733194196311,True,Spike-sensitive global maximum depth/width reference.
sim_00084,R2,0.33450414417871893,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00084,R3,0.3360574796113055,dimensionless,adaptive_active_interior,50.0,0.8773811657484624,True,Maximum trailing 50 um rolling-median depth/width.
sim_00085,G0,63.07431,um,Phase1_T0_window,,0.8234187498144411,True,Existing late-active median depth geometry target.
sim_00085,G1,70.97575,um,full_valid_track,,0.6776186011442645,True,Spike-sensitive global maximum depth reference.
sim_00085,G2,70.87183999999999,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00085,G3,70.84025,um,adaptive_active_interior,50.0,0.6431158401192387,True,Maximum trailing 50 um rolling-median depth.
sim_00085,G4,70.91041,um,adaptive_active_interior,50.0,0.639585502778363,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00085,R0,0.370815962260882,dimensionless,Phase1_T0_window,,0.8234187498144411,True,T0-window median depth/width.
sim_00085,R1,0.4260056864752958,dimensionless,full_valid_track,,0.5488686183833825,True,Spike-sensitive global maximum depth/width reference.
sim_00085,R2,0.4241404370074361,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00085,R3,0.42430224552722257,dimensionless,adaptive_active_interior,50.0,0.555817009183385,True,Maximum trailing 50 um rolling-median depth/width.
sim_00086,G0,46.80242,um,Phase1_T0_window,,0.8233276120039825,True,Existing late-active median depth geometry target.
sim_00086,G1,47.07,um,full_valid_track,,0.5212863872069768,True,Spike-sensitive global maximum depth reference.
sim_00086,G2,46.9458,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00086,G3,46.913419999999995,um,adaptive_active_interior,50.0,0.5500749005824807,True,Maximum trailing 50 um rolling-median depth.
sim_00086,G4,46.991248000000006,um,adaptive_active_interior,50.0,0.5478905461277304,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00086,R0,0.28987836529801125,dimensionless,Phase1_T0_window,,0.8233276120039825,True,T0-window median depth/width.
sim_00086,R1,0.29573228268947827,dimensionless,full_valid_track,,0.899989347712508,True,Spike-sensitive global maximum depth/width reference.
sim_00086,R2,0.29456454998069637,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00086,R3,0.29448613078519253,dimensionless,adaptive_active_interior,50.0,0.6388207864462238,True,Maximum trailing 50 um rolling-median depth/width.
sim_00087,G0,74.67366,um,Phase1_T0_window,,0.4865137744164635,True,Existing late-active median depth geometry target.
sim_00087,G1,74.88855000000001,um,full_valid_track,,0.5029688047870596,True,Spike-sensitive global maximum depth reference.
sim_00087,G2,74.69576,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00087,G3,74.66887,um,adaptive_active_interior,50.0,0.47222922742569806,True,Maximum trailing 50 um rolling-median depth.
sim_00087,G4,74.72576,um,adaptive_active_interior,50.0,0.47003594169218865,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00087,R0,0.33019357608484895,dimensionless,Phase1_T0_window,,0.4865137744164635,True,T0-window median depth/width.
sim_00087,R1,0.33279225102324095,dimensionless,full_valid_track,,0.44384230169828126,True,Spike-sensitive global maximum depth/width reference.
sim_00087,R2,0.33115080280111253,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00087,R3,0.33070753786500884,dimensionless,adaptive_active_interior,50.0,0.47039977704978664,True,Maximum trailing 50 um rolling-median depth/width.
sim_00088,G0,61.98689000000001,um,Phase1_T0_window,,0.823682931063809,True,Existing late-active median depth geometry target.
sim_00088,G1,63.05216,um,full_valid_track,,0.5155050659644158,True,Spike-sensitive global maximum depth reference.
sim_00088,G2,62.94348900000001,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00088,G3,62.87319000000001,um,adaptive_active_interior,50.0,0.535455817725422,True,Maximum trailing 50 um rolling-median depth.
sim_00088,G4,62.929429999999996,um,adaptive_active_interior,50.0,0.5643822887839333,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00088,R0,0.43248718547082987,dimensionless,Phase1_T0_window,,0.823682931063809,True,T0-window median depth/width.
sim_00088,R1,0.4680467170111166,dimensionless,full_valid_track,,1.042071995833345,True,Spike-sensitive global maximum depth/width reference.
sim_00088,R2,0.44034437252430403,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00088,R3,0.4403833773965413,dimensionless,adaptive_active_interior,50.0,0.5302746383191381,True,Maximum trailing 50 um rolling-median depth/width.
sim_00089,G0,74.66601,um,Phase1_T0_window,,0.4782368753192334,True,Existing late-active median depth geometry target.
sim_00089,G1,74.8278,um,full_valid_track,,0.47498416451348024,True,Spike-sensitive global maximum depth reference.
sim_00089,G2,74.7168225,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00089,G3,74.68874,um,adaptive_active_interior,50.0,0.47556520357048193,True,Maximum trailing 50 um rolling-median depth.
sim_00089,G4,74.77581,um,adaptive_active_interior,50.0,0.47498416451348024,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00089,R0,0.3272223397888469,dimensionless,Phase1_T0_window,,0.4782368753192334,True,T0-window median depth/width.
sim_00089,R1,0.33231900054409164,dimensionless,full_valid_track,,0.4346356798615282,True,Spike-sensitive global maximum depth/width reference.
sim_00089,R2,0.3294669121592469,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00089,R3,0.32891202849629514,dimensionless,adaptive_active_interior,50.0,0.43667891847765394,True,Maximum trailing 50 um rolling-median depth/width.
sim_00090,G0,78.70538,um,Phase1_T0_window,,0.6188161184190314,True,Existing late-active median depth geometry target.
sim_00090,G1,78.90974,um,full_valid_track,,0.606717320131151,True,Spike-sensitive global maximum depth reference.
sim_00090,G2,78.75102,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00090,G3,78.735365,um,adaptive_active_interior,50.0,0.6320036739008711,True,Maximum trailing 50 um rolling-median depth.
sim_00090,G4,78.82638999999999,um,adaptive_active_interior,50.0,0.6315727876615657,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00090,R0,0.3600152296800395,dimensionless,Phase1_T0_window,,0.6188161184190314,True,T0-window median depth/width.
sim_00090,R1,0.36360519263422963,dimensionless,full_valid_track,,0.4982237557926858,True,Spike-sensitive global maximum depth/width reference.
sim_00090,R2,0.3619338926649284,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00090,R3,0.36147484722453754,dimensionless,adaptive_active_interior,50.0,0.523836159640809,True,Maximum trailing 50 um rolling-median depth/width.
sim_00091,G0,55.936285,um,Phase1_T0_window,,0.8235646812532094,True,Existing late-active median depth geometry target.
sim_00091,G1,59.38228,um,full_valid_track,,0.5290450127569556,True,Spike-sensitive global maximum depth reference.
sim_00091,G2,58.77783,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00091,G3,58.76613,um,adaptive_active_interior,50.0,0.6594913976946002,True,Maximum trailing 50 um rolling-median depth.
sim_00091,G4,58.835808,um,adaptive_active_interior,50.0,0.6462987698672087,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00091,R0,0.3893891433241943,dimensionless,Phase1_T0_window,,0.8235646812532094,True,T0-window median depth/width.
sim_00091,R1,0.41670748058122764,dimensionless,full_valid_track,,0.5264519955831339,True,Spike-sensitive global maximum depth/width reference.
sim_00091,R2,0.4110327473133832,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00091,R3,0.4109031680493353,dimensionless,adaptive_active_interior,50.0,0.5653721177387018,True,Maximum trailing 50 um rolling-median depth/width.
sim_00092,G0,50.99379,um,Phase1_T0_window,,0.823709245380223,True,Existing late-active median depth geometry target.
sim_00092,G1,54.6115,um,full_valid_track,,0.6066088514091523,True,Spike-sensitive global maximum depth reference.
sim_00092,G2,54.2472125,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00092,G3,54.241695,um,adaptive_active_interior,50.0,0.6293986406681281,True,Maximum trailing 50 um rolling-median depth.
sim_00092,G4,54.433504,um,adaptive_active_interior,50.0,0.7677546902223463,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00092,R0,0.3941511474058958,dimensionless,Phase1_T0_window,,0.823709245380223,True,T0-window median depth/width.
sim_00092,R1,0.42092228288545824,dimensionless,full_valid_track,,0.587767949675199,True,Spike-sensitive global maximum depth/width reference.
sim_00092,R2,0.4130881795427412,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00092,R3,0.41444547344283317,dimensionless,adaptive_active_interior,50.0,0.6066088514091523,True,Maximum trailing 50 um rolling-median depth/width.
sim_00093,G0,50.82025,um,Phase1_T0_window,,0.8233193647998864,True,Existing late-active median depth geometry target.
sim_00093,G1,54.67252,um,full_valid_track,,0.653433983533514,True,Spike-sensitive global maximum depth reference.
sim_00093,G2,54.488518,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00093,G3,54.49132,um,adaptive_active_interior,50.0,0.6604060974482793,True,Maximum trailing 50 um rolling-median depth.
sim_00093,G4,54.563676,um,adaptive_active_interior,50.0,0.6578898409266478,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00093,R0,0.31795147080472674,dimensionless,Phase1_T0_window,,0.8233193647998864,True,T0-window median depth/width.
sim_00093,R1,0.3442224088435276,dimensionless,full_valid_track,,0.6392408650348185,True,Spike-sensitive global maximum depth/width reference.
sim_00093,R2,0.3423943611467755,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00093,R3,0.3424641415568883,dimensionless,adaptive_active_interior,50.0,0.6629485491896576,True,Maximum trailing 50 um rolling-median depth/width.
sim_00094,G0,55.03649,um,Phase1_T0_window,,0.8237177597741424,True,Existing late-active median depth geometry target.
sim_00094,G1,58.90576,um,full_valid_track,,0.5461296514533177,True,Spike-sensitive global maximum depth reference.
sim_00094,G2,58.67462,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00094,G3,58.6056,um,adaptive_active_interior,50.0,0.5566865969533625,True,Maximum trailing 50 um rolling-median depth.
sim_00094,G4,58.75788,um,adaptive_active_interior,50.0,0.55298513894057,True,Maximum trailing 50 um rolling-q80 depth sensitivity.
sim_00094,R0,0.40773323048368126,dimensionless,Phase1_T0_window,,0.8237177597741424,True,T0-window median depth/width.
sim_00094,R1,0.4380014785352089,dimensionless,full_valid_track,,0.5471853962392919,True,Spike-sensitive global maximum depth/width reference.
sim_00094,R2,0.4347089040651248,dimensionless,adaptive_active_interior,,,True,Interior q95 depth/width.
sim_00094,R3,0.4345644114782298,dimensionless,adaptive_active_interior,50.0,0.5819579450397327,True,Maximum trailing 50 um rolling-median depth/width.
sim_00095,G0,70.55308500000001,um,Phase1_T0_window,,0.8239070840126506,True,Existing late-active median depth geometry target.
sim_00095,G1,164.1025,um,full_valid_track,,0.5108259745136448,True,Spike-sensitive global maximum depth reference.
sim_00095,G2,152.4931,um,adaptive_active_interior,,,True,Interior q95 depth.
sim_00095,G3,155.8014,um,adaptive_active_interior,50.0,0.5251689629296717,True,Maximum trailing 50 um rolling-median depth.
