material,repeat,seed,fold,bundle_id,condition_id,has_keyhole,raw_mode
Ti64,6,20260907,2,Ti64_Cube7_Line06,Ti64_P105_V694.737,1,K
Ti64,6,20260907,0,Ti64_Cube7_Line07,Ti64_P105_V1168.42,0,C
Ti64,6,20260907,0,Ti64_Cube7_Line08,Ti64_P105_V536.842,1,K
Ti64,6,20260907,3,Ti64_Cube7_Line09,Ti64_P105_V1721.05,0,C
Ti64,6,20260907,0,Ti64_Cube7_Line10,Ti64_P105_V1563.16,0,C
Ti64,6,20260907,0,Ti64_Cube8_Line01,Ti64_P105_V1326.32,0,C
Ti64,6,20260907,1,Ti64_Cube8_Line02,Ti64_P105_V457.895,1,K
Ti64,6,20260907,1,Ti64_Cube8_Line04,Ti64_P105_V1800,0,C
Ti64,6,20260907,2,Ti64_Cube8_Line05,Ti64_P105_V615.789,1,K
Ti64,6,20260907,1,Ti64_Cube8_Line06,Ti64_P105_V1247.37,0,C
Ti64,6,20260907,3,Ti64_Cube8_Line08,Ti64_P105_V1089.47,0,C
Ti64,6,20260907,0,Ti64_Cube8_Line09,Ti64_P105_V1405.26,0,C
Ti64,6,20260907,4,Ti64_Cube8_Line10,Ti64_P105_V773.684,1,K
Ti64,7,20260908,2,Ti64_Cube1_Line01,Ti64_P90_V1050,0,C
Ti64,7,20260908,4,Ti64_Cube1_Line03,Ti64_P120_V1800,0,C
Ti64,7,20260908,1,Ti64_Cube1_Line04,Ti64_P120_V1300,0,C
Ti64,7,20260908,3,Ti64_Cube1_Line05,Ti64_P120_V550,1,K
Ti64,7,20260908,4,Ti64_Cube1_Line06,Ti64_P120_V800,1,K
Ti64,7,20260908,4,Ti64_Cube1_Line07,Ti64_P90_V1300,0,C
Ti64,7,20260908,2,Ti64_Cube1_Line09,Ti64_P90_V1550,0,C
Ti64,7,20260908,1,Ti64_Cube1_Line10,Ti64_P105_V1800,0,C
Ti64,7,20260908,2,Ti64_Cube2_Line02,Ti64_P120_V300,1,K
Ti64,7,20260908,3,Ti64_Cube2_Line03,Ti64_P105_V1300,0,C
Ti64,7,20260908,0,Ti64_Cube2_Line05,Ti64_P105_V300,1,K
Ti64,7,20260908,1,Ti64_Cube2_Line06,Ti64_P90_V550,1,K
Ti64,7,20260908,2,Ti64_Cube2_Line07,Ti64_P105_V1550,0,C
Ti64,7,20260908,0,Ti64_Cube2_Line08,Ti64_P120_V1550,0,C
Ti64,7,20260908,3,Ti64_Cube2_Line09,Ti64_P90_V300,1,K
Ti64,7,20260908,1,Ti64_Cube2_Line10,Ti64_P105_V550,1,K
Ti64,7,20260908,2,Ti64_Cube3_Line01,Ti64_P90_V1550,0,C
Ti64,7,20260908,2,Ti64_Cube3_Line04,Ti64_P120_V300,1,K
Ti64,7,20260908,3,Ti64_Cube3_Line05,Ti64_P120_V550,1,K
Ti64,7,20260908,1,Ti64_Cube3_Line07,Ti64_P105_V1800,0,C
Ti64,7,20260908,0,Ti64_Cube3_Line08,Ti64_P105_V300,1,K
Ti64,7,20260908,4,Ti64_Cube3_Line10,Ti64_P90_V1300,0,C
Ti64,7,20260908,4,Ti64_Cube4_Line01,Ti64_P105_V800,1,K
Ti64,7,20260908,4,Ti64_Cube4_Line02,Ti64_P120_V800,1,K
Ti64,7,20260908,2,Ti64_Cube4_Line04,Ti64_P105_V1550,0,C
Ti64,7,20260908,1,Ti64_Cube4_Line05,Ti64_P105_V550,1,K
Ti64,7,20260908,3,Ti64_Cube4_Line06,Ti64_P90_V300,1,K
Ti64,7,20260908,4,Ti64_Cube4_Line07,Ti64_P120_V1800,0,C
Ti64,7,20260908,3,Ti64_Cube4_Line08,Ti64_P105_V1300,0,C
Ti64,7,20260908,0,Ti64_Cube4_Line09,Ti64_P120_V1550,0,C
Ti64,7,20260908,1,Ti64_Cube4_Line10,Ti64_P90_V550,1,K
Ti64,7,20260908,0,Ti64_Cube7_Line01,Ti64_P105_V300,1,K
Ti64,7,20260908,0,Ti64_Cube7_Line02,Ti64_P105_V1642.11,0,C
Ti64,7,20260908,0,Ti64_Cube7_Line03,Ti64_P105_V1484.21,0,C
Ti64,7,20260908,2,Ti64_Cube7_Line04,Ti64_P105_V378.947,1,K
Ti64,7,20260908,0,Ti64_Cube7_Line06,Ti64_P105_V694.737,1,K
Ti64,7,20260908,3,Ti64_Cube7_Line07,Ti64_P105_V1168.42,0,C
Ti64,7,20260908,0,Ti64_Cube7_Line08,Ti64_P105_V536.842,1,K
Ti64,7,20260908,3,Ti64_Cube7_Line09,Ti64_P105_V1721.05,0,C
Ti64,7,20260908,1,Ti64_Cube7_Line10,Ti64_P105_V1563.16,0,C
Ti64,7,20260908,3,Ti64_Cube8_Line01,Ti64_P105_V1326.32,0,C
Ti64,7,20260908,2,Ti64_Cube8_Line02,Ti64_P105_V457.895,1,K
Ti64,7,20260908,1,Ti64_Cube8_Line04,Ti64_P105_V1800,0,C
Ti64,7,20260908,2,Ti64_Cube8_Line05,Ti64_P105_V615.789,1,K
Ti64,7,20260908,0,Ti64_Cube8_Line06,Ti64_P105_V1247.37,0,C
Ti64,7,20260908,1,Ti64_Cube8_Line08,Ti64_P105_V1089.47,0,C
Ti64,7,20260908,4,Ti64_Cube8_Line09,Ti64_P105_V1405.26,0,C
Ti64,7,20260908,4,Ti64_Cube8_Line10,Ti64_P105_V773.684,1,K
Ti64,8,20260909,0,Ti64_Cube1_Line01,Ti64_P90_V1050,0,C
Ti64,8,20260909,2,Ti64_Cube1_Line03,Ti64_P120_V1800,0,C
Ti64,8,20260909,2,Ti64_Cube1_Line04,Ti64_P120_V1300,0,C
Ti64,8,20260909,2,Ti64_Cube1_Line05,Ti64_P120_V550,1,K
Ti64,8,20260909,1,Ti64_Cube1_Line06,Ti64_P120_V800,1,K
Ti64,8,20260909,0,Ti64_Cube1_Line07,Ti64_P90_V1300,0,C
Ti64,8,20260909,3,Ti64_Cube1_Line09,Ti64_P90_V1550,0,C
Ti64,8,20260909,1,Ti64_Cube1_Line10,Ti64_P105_V1800,0,C
Ti64,8,20260909,4,Ti64_Cube2_Line02,Ti64_P120_V300,1,K
Ti64,8,20260909,4,Ti64_Cube2_Line03,Ti64_P105_V1300,0,C
Ti64,8,20260909,0,Ti64_Cube2_Line05,Ti64_P105_V300,1,K
Ti64,8,20260909,3,Ti64_Cube2_Line06,Ti64_P90_V550,1,K
Ti64,8,20260909,0,Ti64_Cube2_Line07,Ti64_P105_V1550,0,C
Ti64,8,20260909,3,Ti64_Cube2_Line08,Ti64_P120_V1550,0,C
Ti64,8,20260909,2,Ti64_Cube2_Line09,Ti64_P90_V300,1,K
Ti64,8,20260909,4,Ti64_Cube2_Line10,Ti64_P105_V550,1,K
Ti64,8,20260909,3,Ti64_Cube3_Line01,Ti64_P90_V1550,0,C
Ti64,8,20260909,4,Ti64_Cube3_Line04,Ti64_P120_V300,1,K
Ti64,8,20260909,2,Ti64_Cube3_Line05,Ti64_P120_V550,1,K
Ti64,8,20260909,1,Ti64_Cube3_Line07,Ti64_P105_V1800,0,C
Ti64,8,20260909,0,Ti64_Cube3_Line08,Ti64_P105_V300,1,K
Ti64,8,20260909,0,Ti64_Cube3_Line10,Ti64_P90_V1300,0,C
Ti64,8,20260909,0,Ti64_Cube4_Line01,Ti64_P105_V800,1,K
Ti64,8,20260909,1,Ti64_Cube4_Line02,Ti64_P120_V800,1,K
Ti64,8,20260909,0,Ti64_Cube4_Line04,Ti64_P105_V1550,0,C
Ti64,8,20260909,4,Ti64_Cube4_Line05,Ti64_P105_V550,1,K
Ti64,8,20260909,2,Ti64_Cube4_Line06,Ti64_P90_V300,1,K
Ti64,8,20260909,2,Ti64_Cube4_Line07,Ti64_P120_V1800,0,C
Ti64,8,20260909,4,Ti64_Cube4_Line08,Ti64_P105_V1300,0,C
Ti64,8,20260909,3,Ti64_Cube4_Line09,Ti64_P120_V1550,0,C
Ti64,8,20260909,3,Ti64_Cube4_Line10,Ti64_P90_V550,1,K
Ti64,8,20260909,0,Ti64_Cube7_Line01,Ti64_P105_V300,1,K
Ti64,8,20260909,2,Ti64_Cube7_Line02,Ti64_P105_V1642.11,0,C
Ti64,8,20260909,1,Ti64_Cube7_Line03,Ti64_P105_V1484.21,0,C
Ti64,8,20260909,3,Ti64_Cube7_Line04,Ti64_P105_V378.947,1,K
Ti64,8,20260909,1,Ti64_Cube7_Line06,Ti64_P105_V694.737,1,K
Ti64,8,20260909,4,Ti64_Cube7_Line07,Ti64_P105_V1168.42,0,C
Ti64,8,20260909,0,Ti64_Cube7_Line08,Ti64_P105_V536.842,1,K
Ti64,8,20260909,4,Ti64_Cube7_Line09,Ti64_P105_V1721.05,0,C
Ti64,8,20260909,3,Ti64_Cube7_Line10,Ti64_P105_V1563.16,0,C
Ti64,8,20260909,4,Ti64_Cube8_Line01,Ti64_P105_V1326.32,0,C
Ti64,8,20260909,1,Ti64_Cube8_Line02,Ti64_P105_V457.895,1,K
Ti64,8,20260909,1,Ti64_Cube8_Line04,Ti64_P105_V1800,0,C
Ti64,8,20260909,3,Ti64_Cube8_Line05,Ti64_P105_V615.789,1,K
Ti64,8,20260909,2,Ti64_Cube8_Line06,Ti64_P105_V1247.37,0,C
Ti64,8,20260909,2,Ti64_Cube8_Line08,Ti64_P105_V1089.47,0,C
Ti64,8,20260909,1,Ti64_Cube8_Line09,Ti64_P105_V1405.26,0,C
Ti64,8,20260909,1,Ti64_Cube8_Line10,Ti64_P105_V773.684,1,K
Ti64,9,20260910,0,Ti64_Cube1_Line01,Ti64_P90_V1050,0,C
Ti64,9,20260910,3,Ti64_Cube1_Line03,Ti64_P120_V1800,0,C
Ti64,9,20260910,3,Ti64_Cube1_Line04,Ti64_P120_V1300,0,C
Ti64,9,20260910,0,Ti64_Cube1_Line05,Ti64_P120_V550,1,K
Ti64,9,20260910,2,Ti64_Cube1_Line06,Ti64_P120_V800,1,K
Ti64,9,20260910,1,Ti64_Cube1_Line07,Ti64_P90_V1300,0,C
Ti64,9,20260910,1,Ti64_Cube1_Line09,Ti64_P90_V1550,0,C
Ti64,9,20260910,0,Ti64_Cube1_Line10,Ti64_P105_V1800,0,C
Ti64,9,20260910,3,Ti64_Cube2_Line02,Ti64_P120_V300,1,K
Ti64,9,20260910,3,Ti64_Cube2_Line03,Ti64_P105_V1300,0,C
Ti64,9,20260910,1,Ti64_Cube2_Line05,Ti64_P105_V300,1,K
Ti64,9,20260910,4,Ti64_Cube2_Line06,Ti64_P90_V550,1,K
Ti64,9,20260910,4,Ti64_Cube2_Line07,Ti64_P105_V1550,0,C
Ti64,9,20260910,2,Ti64_Cube2_Line08,Ti64_P120_V1550,0,C
Ti64,9,20260910,2,Ti64_Cube2_Line09,Ti64_P90_V300,1,K
Ti64,9,20260910,4,Ti64_Cube2_Line10,Ti64_P105_V550,1,K
Ti64,9,20260910,1,Ti64_Cube3_Line01,Ti64_P90_V1550,0,C
Ti64,9,20260910,3,Ti64_Cube3_Line04,Ti64_P120_V300,1,K
Ti64,9,20260910,0,Ti64_Cube3_Line05,Ti64_P120_V550,1,K
Ti64,9,20260910,0,Ti64_Cube3_Line07,Ti64_P105_V1800,0,C
Ti64,9,20260910,1,Ti64_Cube3_Line08,Ti64_P105_V300,1,K
Ti64,9,20260910,1,Ti64_Cube3_Line10,Ti64_P90_V1300,0,C
Ti64,9,20260910,3,Ti64_Cube4_Line01,Ti64_P105_V800,1,K
Ti64,9,20260910,2,Ti64_Cube4_Line02,Ti64_P120_V800,1,K
Ti64,9,20260910,4,Ti64_Cube4_Line04,Ti64_P105_V1550,0,C
Ti64,9,20260910,4,Ti64_Cube4_Line05,Ti64_P105_V550,1,K
Ti64,9,20260910,2,Ti64_Cube4_Line06,Ti64_P90_V300,1,K
Ti64,9,20260910,3,Ti64_Cube4_Line07,Ti64_P120_V1800,0,C
Ti64,9,20260910,3,Ti64_Cube4_Line08,Ti64_P105_V1300,0,C
Ti64,9,20260910,2,Ti64_Cube4_Line09,Ti64_P120_V1550,0,C
Ti64,9,20260910,4,Ti64_Cube4_Line10,Ti64_P90_V550,1,K
Ti64,9,20260910,1,Ti64_Cube7_Line01,Ti64_P105_V300,1,K
Ti64,9,20260910,4,Ti64_Cube7_Line02,Ti64_P105_V1642.11,0,C
Ti64,9,20260910,2,Ti64_Cube7_Line03,Ti64_P105_V1484.21,0,C
Ti64,9,20260910,2,Ti64_Cube7_Line04,Ti64_P105_V378.947,1,K
Ti64,9,20260910,0,Ti64_Cube7_Line06,Ti64_P105_V694.737,1,K
Ti64,9,20260910,4,Ti64_Cube7_Line07,Ti64_P105_V1168.42,0,C
Ti64,9,20260910,1,Ti64_Cube7_Line08,Ti64_P105_V536.842,1,K
Ti64,9,20260910,0,Ti64_Cube7_Line09,Ti64_P105_V1721.05,0,C
Ti64,9,20260910,0,Ti64_Cube7_Line10,Ti64_P105_V1563.16,0,C
Ti64,9,20260910,2,Ti64_Cube8_Line01,Ti64_P105_V1326.32,0,C
Ti64,9,20260910,3,Ti64_Cube8_Line02,Ti64_P105_V457.895,1,K
Ti64,9,20260910,0,Ti64_Cube8_Line04,Ti64_P105_V1800,0,C
Ti64,9,20260910,4,Ti64_Cube8_Line05,Ti64_P105_V615.789,1,K
Ti64,9,20260910,2,Ti64_Cube8_Line06,Ti64_P105_V1247.37,0,C
Ti64,9,20260910,4,Ti64_Cube8_Line08,Ti64_P105_V1089.47,0,C
Ti64,9,20260910,1,Ti64_Cube8_Line09,Ti64_P105_V1405.26,0,C
Ti64,9,20260910,0,Ti64_Cube8_Line10,Ti64_P105_V773.684,1,K
Ti64,10,20260911,2,Ti64_Cube1_Line01,Ti64_P90_V1050,0,C
Ti64,10,20260911,1,Ti64_Cube1_Line03,Ti64_P120_V1800,0,C
Ti64,10,20260911,1,Ti64_Cube1_Line04,Ti64_P120_V1300,0,C
Ti64,10,20260911,3,Ti64_Cube1_Line05,Ti64_P120_V550,1,K
Ti64,10,20260911,4,Ti64_Cube1_Line06,Ti64_P120_V800,1,K
Ti64,10,20260911,1,Ti64_Cube1_Line07,Ti64_P90_V1300,0,C
Ti64,10,20260911,3,Ti64_Cube1_Line09,Ti64_P90_V1550,0,C
Ti64,10,20260911,0,Ti64_Cube1_Line10,Ti64_P105_V1800,0,C
Ti64,10,20260911,2,Ti64_Cube2_Line02,Ti64_P120_V300,1,K
Ti64,10,20260911,2,Ti64_Cube2_Line03,Ti64_P105_V1300,0,C
Ti64,10,20260911,1,Ti64_Cube2_Line05,Ti64_P105_V300,1,K
Ti64,10,20260911,4,Ti64_Cube2_Line06,Ti64_P90_V550,1,K
Ti64,10,20260911,3,Ti64_Cube2_Line07,Ti64_P105_V1550,0,C
Ti64,10,20260911,4,Ti64_Cube2_Line08,Ti64_P120_V1550,0,C
Ti64,10,20260911,0,Ti64_Cube2_Line09,Ti64_P90_V300,1,K
Ti64,10,20260911,2,Ti64_Cube2_Line10,Ti64_P105_V550,1,K
Ti64,10,20260911,3,Ti64_Cube3_Line01,Ti64_P90_V1550,0,C
Ti64,10,20260911,2,Ti64_Cube3_Line04,Ti64_P120_V300,1,K
Ti64,10,20260911,3,Ti64_Cube3_Line05,Ti64_P120_V550,1,K
Ti64,10,20260911,0,Ti64_Cube3_Line07,Ti64_P105_V1800,0,C
Ti64,10,20260911,1,Ti64_Cube3_Line08,Ti64_P105_V300,1,K
Ti64,10,20260911,1,Ti64_Cube3_Line10,Ti64_P90_V1300,0,C
Ti64,10,20260911,0,Ti64_Cube4_Line01,Ti64_P105_V800,1,K
Ti64,10,20260911,4,Ti64_Cube4_Line02,Ti64_P120_V800,1,K
Ti64,10,20260911,3,Ti64_Cube4_Line04,Ti64_P105_V1550,0,C
Ti64,10,20260911,2,Ti64_Cube4_Line05,Ti64_P105_V550,1,K
Ti64,10,20260911,0,Ti64_Cube4_Line06,Ti64_P90_V300,1,K
Ti64,10,20260911,1,Ti64_Cube4_Line07,Ti64_P120_V1800,0,C
Ti64,10,20260911,2,Ti64_Cube4_Line08,Ti64_P105_V1300,0,C
Ti64,10,20260911,4,Ti64_Cube4_Line09,Ti64_P120_V1550,0,C
Ti64,10,20260911,4,Ti64_Cube4_Line10,Ti64_P90_V550,1,K
Ti64,10,20260911,1,Ti64_Cube7_Line01,Ti64_P105_V300,1,K
Ti64,10,20260911,2,Ti64_Cube7_Line02,Ti64_P105_V1642.11,0,C
Ti64,10,20260911,3,Ti64_Cube7_Line03,Ti64_P105_V1484.21,0,C
Ti64,10,20260911,3,Ti64_Cube7_Line04,Ti64_P105_V378.947,1,K
Ti64,10,20260911,3,Ti64_Cube7_Line06,Ti64_P105_V694.737,1,K
Ti64,10,20260911,0,Ti64_Cube7_Line07,Ti64_P105_V1168.42,0,C
Ti64,10,20260911,3,Ti64_Cube7_Line08,Ti64_P105_V536.842,1,K
Ti64,10,20260911,4,Ti64_Cube7_Line09,Ti64_P105_V1721.05,0,C
Ti64,10,20260911,2,Ti64_Cube7_Line10,Ti64_P105_V1563.16,0,C
Ti64,10,20260911,0,Ti64_Cube8_Line01,Ti64_P105_V1326.32,0,C
Ti64,10,20260911,1,Ti64_Cube8_Line02,Ti64_P105_V457.895,1,K
Ti64,10,20260911,0,Ti64_Cube8_Line04,Ti64_P105_V1800,0,C
Ti64,10,20260911,1,Ti64_Cube8_Line05,Ti64_P105_V615.789,1,K
Ti64,10,20260911,4,Ti64_Cube8_Line06,Ti64_P105_V1247.37,0,C
Ti64,10,20260911,4,Ti64_Cube8_Line08,Ti64_P105_V1089.47,0,C
Ti64,10,20260911,0,Ti64_Cube8_Line09,Ti64_P105_V1405.26,0,C
Ti64,10,20260911,0,Ti64_Cube8_Line10,Ti64_P105_V773.684,1,K
Ti64,11,20260912,4,Ti64_Cube1_Line01,Ti64_P90_V1050,0,C
Ti64,11,20260912,2,Ti64_Cube1_Line03,Ti64_P120_V1800,0,C
Ti64,11,20260912,2,Ti64_Cube1_Line04,Ti64_P120_V1300,0,C
Ti64,11,20260912,1,Ti64_Cube1_Line05,Ti64_P120_V550,1,K
Ti64,11,20260912,3,Ti64_Cube1_Line06,Ti64_P120_V800,1,K
Ti64,11,20260912,4,Ti64_Cube1_Line07,Ti64_P90_V1300,0,C
Ti64,11,20260912,4,Ti64_Cube1_Line09,Ti64_P90_V1550,0,C
Ti64,11,20260912,1,Ti64_Cube1_Line10,Ti64_P105_V1800,0,C
Ti64,11,20260912,2,Ti64_Cube2_Line02,Ti64_P120_V300,1,K
Ti64,11,20260912,3,Ti64_Cube2_Line03,Ti64_P105_V1300,0,C
Ti64,11,20260912,0,Ti64_Cube2_Line05,Ti64_P105_V300,1,K
Ti64,11,20260912,2,Ti64_Cube2_Line06,Ti64_P90_V550,1,K
Ti64,11,20260912,3,Ti64_Cube2_Line07,Ti64_P105_V1550,0,C
Ti64,11,20260912,0,Ti64_Cube2_Line08,Ti64_P120_V1550,0,C
Ti64,11,20260912,4,Ti64_Cube2_Line09,Ti64_P90_V300,1,K
Ti64,11,20260912,1,Ti64_Cube2_Line10,Ti64_P105_V550,1,K
Ti64,11,20260912,4,Ti64_Cube3_Line01,Ti64_P90_V1550,0,C
Ti64,11,20260912,2,Ti64_Cube3_Line04,Ti64_P120_V300,1,K
Ti64,11,20260912,1,Ti64_Cube3_Line05,Ti64_P120_V550,1,K
Ti64,11,20260912,1,Ti64_Cube3_Line07,Ti64_P105_V1800,0,C
Ti64,11,20260912,0,Ti64_Cube3_Line08,Ti64_P105_V300,1,K
Ti64,11,20260912,4,Ti64_Cube3_Line10,Ti64_P90_V1300,0,C
Ti64,11,20260912,0,Ti64_Cube4_Line01,Ti64_P105_V800,1,K
Ti64,11,20260912,3,Ti64_Cube4_Line02,Ti64_P120_V800,1,K
Ti64,11,20260912,3,Ti64_Cube4_Line04,Ti64_P105_V1550,0,C
Ti64,11,20260912,1,Ti64_Cube4_Line05,Ti64_P105_V550,1,K
Ti64,11,20260912,4,Ti64_Cube4_Line06,Ti64_P90_V300,1,K
Ti64,11,20260912,2,Ti64_Cube4_Line07,Ti64_P120_V1800,0,C
Ti64,11,20260912,3,Ti64_Cube4_Line08,Ti64_P105_V1300,0,C
Ti64,11,20260912,0,Ti64_Cube4_Line09,Ti64_P120_V1550,0,C
Ti64,11,20260912,2,Ti64_Cube4_Line10,Ti64_P90_V550,1,K
Ti64,11,20260912,0,Ti64_Cube7_Line01,Ti64_P105_V300,1,K
Ti64,11,20260912,0,Ti64_Cube7_Line02,Ti64_P105_V1642.11,0,C
Ti64,11,20260912,2,Ti64_Cube7_Line03,Ti64_P105_V1484.21,0,C
Ti64,11,20260912,0,Ti64_Cube7_Line04,Ti64_P105_V378.947,1,K
Ti64,11,20260912,3,Ti64_Cube7_Line06,Ti64_P105_V694.737,1,K
Ti64,11,20260912,2,Ti64_Cube7_Line07,Ti64_P105_V1168.42,0,C
Ti64,11,20260912,4,Ti64_Cube7_Line08,Ti64_P105_V536.842,1,K
Ti64,11,20260912,1,Ti64_Cube7_Line09,Ti64_P105_V1721.05,0,C
Ti64,11,20260912,2,Ti64_Cube7_Line10,Ti64_P105_V1563.16,0,C
Ti64,11,20260912,0,Ti64_Cube8_Line01,Ti64_P105_V1326.32,0,C
Ti64,11,20260912,3,Ti64_Cube8_Line02,Ti64_P105_V457.895,1,K
Ti64,11,20260912,1,Ti64_Cube8_Line04,Ti64_P105_V1800,0,C
Ti64,11,20260912,1,Ti64_Cube8_Line05,Ti64_P105_V615.789,1,K
Ti64,11,20260912,3,Ti64_Cube8_Line06,Ti64_P105_V1247.37,0,C
Ti64,11,20260912,0,Ti64_Cube8_Line08,Ti64_P105_V1089.47,0,C
Ti64,11,20260912,1,Ti64_Cube8_Line09,Ti64_P105_V1405.26,0,C
Ti64,11,20260912,4,Ti64_Cube8_Line10,Ti64_P105_V773.684,1,K
Ti64,12,20260913,4,Ti64_Cube1_Line01,Ti64_P90_V1050,0,C
Ti64,12,20260913,0,Ti64_Cube1_Line03,Ti64_P120_V1800,0,C
Ti64,12,20260913,1,Ti64_Cube1_Line04,Ti64_P120_V1300,0,C
Ti64,12,20260913,4,Ti64_Cube1_Line05,Ti64_P120_V550,1,K
Ti64,12,20260913,2,Ti64_Cube1_Line06,Ti64_P120_V800,1,K
Ti64,12,20260913,2,Ti64_Cube1_Line07,Ti64_P90_V1300,0,C
Ti64,12,20260913,4,Ti64_Cube1_Line09,Ti64_P90_V1550,0,C
Ti64,12,20260913,1,Ti64_Cube1_Line10,Ti64_P105_V1800,0,C
Ti64,12,20260913,1,Ti64_Cube2_Line02,Ti64_P120_V300,1,K
Ti64,12,20260913,4,Ti64_Cube2_Line03,Ti64_P105_V1300,0,C
Ti64,12,20260913,0,Ti64_Cube2_Line05,Ti64_P105_V300,1,K
Ti64,12,20260913,3,Ti64_Cube2_Line06,Ti64_P90_V550,1,K
Ti64,12,20260913,3,Ti64_Cube2_Line07,Ti64_P105_V1550,0,C
Ti64,12,20260913,3,Ti64_Cube2_Line08,Ti64_P120_V1550,0,C
Ti64,12,20260913,2,Ti64_Cube2_Line09,Ti64_P90_V300,1,K
Ti64,12,20260913,1,Ti64_Cube2_Line10,Ti64_P105_V550,1,K
Ti64,12,20260913,4,Ti64_Cube3_Line01,Ti64_P90_V1550,0,C
Ti64,12,20260913,1,Ti64_Cube3_Line04,Ti64_P120_V300,1,K
Ti64,12,20260913,4,Ti64_Cube3_Line05,Ti64_P120_V550,1,K
Ti64,12,20260913,1,Ti64_Cube3_Line07,Ti64_P105_V1800,0,C
Ti64,12,20260913,0,Ti64_Cube3_Line08,Ti64_P105_V300,1,K
Ti64,12,20260913,2,Ti64_Cube3_Line10,Ti64_P90_V1300,0,C
Ti64,12,20260913,0,Ti64_Cube4_Line01,Ti64_P105_V800,1,K
Ti64,12,20260913,2,Ti64_Cube4_Line02,Ti64_P120_V800,1,K
Ti64,12,20260913,3,Ti64_Cube4_Line04,Ti64_P105_V1550,0,C
Ti64,12,20260913,1,Ti64_Cube4_Line05,Ti64_P105_V550,1,K
Ti64,12,20260913,2,Ti64_Cube4_Line06,Ti64_P90_V300,1,K
Ti64,12,20260913,0,Ti64_Cube4_Line07,Ti64_P120_V1800,0,C
Ti64,12,20260913,4,Ti64_Cube4_Line08,Ti64_P105_V1300,0,C
Ti64,12,20260913,3,Ti64_Cube4_Line09,Ti64_P120_V1550,0,C
Ti64,12,20260913,3,Ti64_Cube4_Line10,Ti64_P90_V550,1,K
Ti64,12,20260913,0,Ti64_Cube7_Line01,Ti64_P105_V300,1,K
Ti64,12,20260913,0,Ti64_Cube7_Line02,Ti64_P105_V1642.11,0,C
Ti64,12,20260913,1,Ti64_Cube7_Line03,Ti64_P105_V1484.21,0,C
Ti64,12,20260913,4,Ti64_Cube7_Line04,Ti64_P105_V378.947,1,K
Ti64,12,20260913,3,Ti64_Cube7_Line06,Ti64_P105_V694.737,1,K
Ti64,12,20260913,2,Ti64_Cube7_Line07,Ti64_P105_V1168.42,0,C
Ti64,12,20260913,1,Ti64_Cube7_Line08,Ti64_P105_V536.842,1,K
Ti64,12,20260913,0,Ti64_Cube7_Line09,Ti64_P105_V1721.05,0,C
Ti64,12,20260913,2,Ti64_Cube7_Line10,Ti64_P105_V1563.16,0,C
Ti64,12,20260913,3,Ti64_Cube8_Line01,Ti64_P105_V1326.32,0,C
Ti64,12,20260913,4,Ti64_Cube8_Line02,Ti64_P105_V457.895,1,K
Ti64,12,20260913,1,Ti64_Cube8_Line04,Ti64_P105_V1800,0,C
Ti64,12,20260913,0,Ti64_Cube8_Line05,Ti64_P105_V615.789,1,K
Ti64,12,20260913,2,Ti64_Cube8_Line06,Ti64_P105_V1247.37,0,C
Ti64,12,20260913,2,Ti64_Cube8_Line08,Ti64_P105_V1089.47,0,C
Ti64,12,20260913,0,Ti64_Cube8_Line09,Ti64_P105_V1405.26,0,C
Ti64,12,20260913,3,Ti64_Cube8_Line10,Ti64_P105_V773.684,1,K
Ti64,13,20260914,0,Ti64_Cube1_Line01,Ti64_P90_V1050,0,C
Ti64,13,20260914,0,Ti64_Cube1_Line03,Ti64_P120_V1800,0,C
Ti64,13,20260914,3,Ti64_Cube1_Line04,Ti64_P120_V1300,0,C
Ti64,13,20260914,1,Ti64_Cube1_Line05,Ti64_P120_V550,1,K
Ti64,13,20260914,1,Ti64_Cube1_Line06,Ti64_P120_V800,1,K
Ti64,13,20260914,2,Ti64_Cube1_Line07,Ti64_P90_V1300,0,C
Ti64,13,20260914,2,Ti64_Cube1_Line09,Ti64_P90_V1550,0,C
Ti64,13,20260914,1,Ti64_Cube1_Line10,Ti64_P105_V1800,0,C
Ti64,13,20260914,3,Ti64_Cube2_Line02,Ti64_P120_V300,1,K
Ti64,13,20260914,3,Ti64_Cube2_Line03,Ti64_P105_V1300,0,C
Ti64,13,20260914,0,Ti64_Cube2_Line05,Ti64_P105_V300,1,K
Ti64,13,20260914,3,Ti64_Cube2_Line06,Ti64_P90_V550,1,K
Ti64,13,20260914,4,Ti64_Cube2_Line07,Ti64_P105_V1550,0,C
Ti64,13,20260914,4,Ti64_Cube2_Line08,Ti64_P120_V1550,0,C
Ti64,13,20260914,2,Ti64_Cube2_Line09,Ti64_P90_V300,1,K
Ti64,13,20260914,4,Ti64_Cube2_Line10,Ti64_P105_V550,1,K
Ti64,13,20260914,2,Ti64_Cube3_Line01,Ti64_P90_V1550,0,C
Ti64,13,20260914,3,Ti64_Cube3_Line04,Ti64_P120_V300,1,K
Ti64,13,20260914,1,Ti64_Cube3_Line05,Ti64_P120_V550,1,K
Ti64,13,20260914,1,Ti64_Cube3_Line07,Ti64_P105_V1800,0,C
Ti64,13,20260914,0,Ti64_Cube3_Line08,Ti64_P105_V300,1,K
Ti64,13,20260914,2,Ti64_Cube3_Line10,Ti64_P90_V1300,0,C
